service_provider,technology,d_u,speed,signal_strength,state,Month,Year
JIO,4G,download,61533.0,-66.0,Rajasthan,July,2018
JIO,4G,download,58949.0,-80.0,Rajasthan,July,2018
JIO,4G,download,79305.0,-74.0,Rajasthan,July,2018
JIO,4G,download,63673.0,-65.0,Rajasthan,July,2018
JIO,4G,download,67638.0,-77.0,Rajasthan,July,2018
JIO,4G,download,67300.0,-74.0,Rajasthan,July,2018
JIO,4G,download,74808.00000000001,-59.0,Rajasthan,July,2018
JIO,4G,download,61568.0,-77.0,Rajasthan,July,2018
JIO,4G,download,72285.0,-58.0,Rajasthan,July,2018
JIO,4G,download,65772.0,-75.0,Rajasthan,July,2018
JIO,4G,download,77106.0,-59.0,Rajasthan,July,2018
JIO,4G,download,60533.0,-78.0,Rajasthan,July,2018
JIO,4G,download,57636.0,-77.0,Rajasthan,July,2018
JIO,4G,download,63095.0,-76.0,Rajasthan,July,2018
JIO,4G,download,61647.0,-74.0,Rajasthan,July,2018
JIO,4G,download,65080.0,-77.0,Rajasthan,July,2018
JIO,4G,download,67787.0,-74.0,Rajasthan,July,2018
JIO,4G,download,74542.0,-61.0,Rajasthan,July,2018
JIO,4G,download,72122.0,-59.0,Rajasthan,July,2018
JIO,4G,download,66084.0,-82.0,Rajasthan,July,2018
JIO,4G,download,77097.0,-61.0,Rajasthan,July,2018
JIO,4G,download,67189.0,-74.0,Rajasthan,July,2018
JIO,4G,download,67241.0,-77.0,Rajasthan,July,2018
JIO,4G,download,75188.00000000001,-59.0,Rajasthan,July,2018
JIO,4G,download,61428.0,-74.0,Rajasthan,July,2018
JIO,4G,download,58799.0,-78.0,Rajasthan,July,2018
JIO,4G,download,67367.0,-74.0,Rajasthan,July,2018
JIO,4G,download,75174.00000000001,-62.0,Rajasthan,July,2018
JIO,4G,download,67682.0,-64.0,Rajasthan,July,2018
JIO,4G,download,67367.0,-65.0,Rajasthan,July,2018
JIO,4G,download,71079.0,-62.0,Rajasthan,July,2018
JIO,4G,download,74330.0,-59.0,Rajasthan,July,2018
JIO,4G,download,75550.0,-59.0,Rajasthan,July,2018
JIO,4G,download,73137.0,-75.0,Rajasthan,July,2018
JIO,4G,download,59666.0,-70.0,Rajasthan,July,2018
JIO,4G,download,72085.0,-62.0,Rajasthan,July,2018
JIO,4G,download,81672.0,-76.0,Rajasthan,July,2018
JIO,4G,download,77286.0,-62.0,Rajasthan,July,2018
JIO,4G,download,67554.0,-88.0,Rajasthan,July,2018
JIO,4G,download,67852.0,-74.0,Rajasthan,July,2018
JIO,4G,download,67711.0,-68.0,Rajasthan,July,2018
JIO,4G,download,76170.0,-62.0,Rajasthan,July,2018
JIO,4G,download,69829.0,-62.0,Rajasthan,July,2018
JIO,4G,download,66881.0,-73.0,Rajasthan,July,2018
JIO,4G,download,64831.0,-74.0,Rajasthan,July,2018
JIO,4G,download,74084.0,-62.0,Rajasthan,July,2018
JIO,4G,download,61244.0,-88.0,Rajasthan,July,2018
JIO,4G,download,60413.0,-59.0,Rajasthan,July,2018
JIO,4G,download,62019.0,-72.0,Rajasthan,July,2018
JIO,4G,download,67376.0,-77.0,Rajasthan,July,2018
JIO,4G,download,58437.0,-74.0,Rajasthan,July,2018
JIO,4G,download,65791.0,-74.0,Rajasthan,July,2018
JIO,4G,download,67827.0,-74.0,Rajasthan,July,2018
JIO,4G,download,67319.0,-74.0,Rajasthan,July,2018
JIO,4G,download,57613.0,-63.0,Rajasthan,July,2018
JIO,4G,download,58370.0,-65.0,Rajasthan,July,2018
JIO,4G,download,67074.0,-77.0,Rajasthan,July,2018
JIO,4G,download,67209.0,-65.0,Rajasthan,July,2018
JIO,4G,download,57872.0,-65.0,Rajasthan,July,2018
JIO,4G,download,59023.0,-77.0,Rajasthan,July,2018
JIO,4G,download,67687.0,-73.0,Rajasthan,July,2018
JIO,4G,download,68668.0,-75.0,Rajasthan,July,2018
JIO,4G,download,61785.0,-67.0,Rajasthan,July,2018
JIO,4G,download,66237.0,-76.0,Rajasthan,July,2018
JIO,4G,download,67569.0,-61.0,Rajasthan,July,2018
JIO,4G,download,57704.0,-79.0,Rajasthan,July,2018
JIO,4G,download,74696.0,-62.0,Rajasthan,July,2018
JIO,4G,download,64322.0,-76.0,Rajasthan,July,2018
JIO,4G,download,66860.0,-74.0,Rajasthan,July,2018
JIO,4G,download,59552.0,-74.0,Rajasthan,July,2018
JIO,4G,download,75306.00000000001,-62.0,Rajasthan,July,2018
JIO,4G,download,67576.0,-77.0,Rajasthan,July,2018
JIO,4G,download,66324.0,-65.0,Rajasthan,July,2018
JIO,4G,download,65853.0,-77.0,Rajasthan,July,2018
JIO,4G,download,68632.0,-59.0,Rajasthan,July,2018
JIO,4G,download,66557.0,-74.0,Rajasthan,July,2018
JIO,4G,download,67765.0,-79.0,Rajasthan,July,2018
JIO,4G,download,58836.0,-67.0,Rajasthan,July,2018
JIO,4G,download,77646.0,-76.0,Rajasthan,July,2018
JIO,4G,download,74901.00000000001,-76.0,Rajasthan,July,2018
JIO,4G,download,64736.0,-64.0,Rajasthan,July,2018
JIO,4G,download,61717.0,-74.0,Rajasthan,July,2018
JIO,4G,download,62747.0,-82.0,Rajasthan,July,2018
JIO,4G,download,67449.0,-76.0,Rajasthan,July,2018
JIO,4G,download,74981.0,-74.0,Rajasthan,July,2018
JIO,4G,download,67291.0,-74.0,Rajasthan,July,2018
JIO,4G,download,60504.0,-78.0,Rajasthan,July,2018
JIO,4G,download,58277.0,-71.0,Rajasthan,July,2018
JIO,4G,download,78616.0,-64.0,Rajasthan,July,2018
JIO,4G,download,67631.0,-62.0,Rajasthan,July,2018
JIO,4G,download,67970.0,-77.0,Rajasthan,July,2018
JIO,4G,download,67026.0,-85.0,Rajasthan,July,2018
JIO,4G,download,63016.0,-73.0,Rajasthan,July,2018
JIO,4G,download,67526.0,-74.0,Rajasthan,July,2018
JIO,4G,download,59988.0,-83.0,Rajasthan,July,2018
JIO,4G,download,67181.0,-74.0,Rajasthan,July,2018
JIO,4G,download,67955.0,-65.0,Rajasthan,July,2018
JIO,4G,download,58169.0,-61.0,Rajasthan,July,2018
JIO,4G,download,66970.0,-74.0,Rajasthan,July,2018
JIO,4G,download,79374.0,-60.0,Rajasthan,July,2018
JIO,4G,download,65666.0,-60.0,Rajasthan,July,2018
JIO,4G,download,67696.0,-61.0,Rajasthan,July,2018
JIO,4G,download,66734.0,-74.0,Rajasthan,July,2018
JIO,4G,download,65299.0,-64.0,Rajasthan,July,2018
JIO,4G,download,58341.0,-61.0,Rajasthan,July,2018
JIO,4G,download,61914.0,-59.0,Rajasthan,July,2018
JIO,4G,download,61715.0,-81.0,Rajasthan,July,2018
JIO,4G,download,66354.0,-77.0,Rajasthan,July,2018
JIO,4G,download,78664.0,-74.0,Rajasthan,July,2018
JIO,4G,download,66419.0,-64.0,Rajasthan,July,2018
JIO,4G,download,60878.0,-82.0,Rajasthan,July,2018
JIO,4G,download,82559.0,-64.0,Rajasthan,July,2018
JIO,4G,download,64863.0,-82.0,Rajasthan,July,2018
JIO,4G,download,79969.0,-63.0,Rajasthan,July,2018
JIO,4G,download,65768.0,-74.0,Rajasthan,July,2018
JIO,4G,download,75808.0,-74.0,Rajasthan,July,2018
JIO,4G,download,68836.0,-72.0,Rajasthan,July,2018
JIO,4G,download,67201.0,-74.0,Rajasthan,July,2018
JIO,4G,download,73124.0,-62.0,Rajasthan,July,2018
JIO,4G,download,66855.0,-76.0,Rajasthan,July,2018
JIO,4G,download,61757.0,-70.0,Rajasthan,July,2018
JIO,4G,download,66905.0,-64.0,Rajasthan,July,2018
JIO,4G,download,67917.0,-71.0,Rajasthan,July,2018
JIO,4G,download,67785.0,-74.0,Rajasthan,July,2018
JIO,4G,download,79383.0,-76.0,Rajasthan,July,2018
JIO,4G,download,60960.0,-61.0,Rajasthan,July,2018
JIO,4G,download,61621.0,-81.0,Rajasthan,July,2018
JIO,4G,download,74817.0,-76.0,Rajasthan,July,2018
JIO,4G,download,58254.0,-80.0,Rajasthan,July,2018
JIO,4G,download,68039.0,-65.0,Rajasthan,July,2018
JIO,4G,download,67020.0,-72.0,Rajasthan,July,2018
JIO,4G,download,75650.0,-64.0,Rajasthan,July,2018
JIO,4G,download,63060.0,-72.0,Rajasthan,July,2018
JIO,4G,download,59613.0,-72.0,Rajasthan,July,2018
JIO,4G,download,63924.0,-74.0,Rajasthan,July,2018
JIO,4G,download,65639.0,-74.0,Rajasthan,July,2018
JIO,4G,download,67926.0,-74.0,Rajasthan,July,2018
JIO,4G,download,65585.0,-81.0,Rajasthan,July,2018
JIO,4G,download,65160.0,-82.0,Rajasthan,July,2018
JIO,4G,download,67315.0,-86.0,Rajasthan,July,2018
JIO,4G,download,67416.0,-74.0,Rajasthan,July,2018
JIO,4G,download,57885.0,-67.0,Rajasthan,July,2018
JIO,4G,download,67238.0,-74.0,Rajasthan,July,2018
JIO,4G,download,73866.00000000001,-59.0,Rajasthan,July,2018
JIO,4G,download,68075.0,-71.0,Rajasthan,July,2018
JIO,4G,download,57729.0,-59.0,Rajasthan,July,2018
JIO,4G,download,69096.0,-72.0,Rajasthan,July,2018
JIO,4G,download,57548.0,-67.0,Rajasthan,July,2018
JIO,4G,download,74478.0,-62.0,Rajasthan,July,2018
JIO,4G,download,70260.0,-72.0,Rajasthan,July,2018
JIO,4G,download,68157.0,-85.0,Rajasthan,July,2018
JIO,4G,download,67513.0,-64.0,Rajasthan,July,2018
JIO,4G,download,58850.0,-64.0,Rajasthan,July,2018
JIO,4G,download,70317.0,-74.0,Rajasthan,July,2018
JIO,4G,download,73733.0,-62.0,Rajasthan,July,2018
JIO,4G,download,64062.0,-84.0,Rajasthan,July,2018
JIO,4G,download,66294.0,-74.0,Rajasthan,July,2018
AIRTEL,4G,download,57992.0,-93.0,Rajasthan,July,2018
JIO,4G,download,67192.0,-68.0,Madhya Pradesh,July,2018
JIO,4G,download,72281.0,-61.0,Madhya Pradesh,July,2018
JIO,4G,download,64804.0,-59.0,Madhya Pradesh,July,2018
JIO,4G,download,65612.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,75828.0,-60.0,Madhya Pradesh,July,2018
JIO,4G,download,68091.0,-86.0,Madhya Pradesh,July,2018
JIO,4G,download,66468.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,80063.0,-66.0,Madhya Pradesh,July,2018
JIO,4G,download,80182.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,68091.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,68091.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,80797.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,79256.0,-69.0,Madhya Pradesh,July,2018
JIO,4G,download,67691.0,-63.0,Madhya Pradesh,July,2018
JIO,4G,download,66638.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,59185.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,79591.0,-70.0,Madhya Pradesh,July,2018
JIO,4G,download,67913.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,65027.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,65184.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,68100.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,66270.0,-60.0,Madhya Pradesh,July,2018
JIO,4G,download,67366.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,68114.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,65312.0,-75.0,Madhya Pradesh,July,2018
JIO,4G,download,67639.0,-86.0,Madhya Pradesh,July,2018
JIO,4G,download,68083.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,64699.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,79283.0,-70.0,Madhya Pradesh,July,2018
JIO,4G,download,62377.0,-80.0,Madhya Pradesh,July,2018
JIO,4G,download,67997.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,60137.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,67458.0,-71.0,Madhya Pradesh,July,2018
JIO,4G,download,68139.0,-60.0,Madhya Pradesh,July,2018
JIO,4G,download,66931.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,65791.0,-80.0,Madhya Pradesh,July,2018
JIO,4G,download,65885.0,-68.0,Madhya Pradesh,July,2018
JIO,4G,download,57664.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,67659.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,66972.0,-80.0,Madhya Pradesh,July,2018
JIO,4G,download,70902.0,-61.0,Madhya Pradesh,July,2018
JIO,4G,download,67322.0,-64.0,Madhya Pradesh,July,2018
JIO,4G,download,67013.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,79988.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,57607.0,-68.0,Madhya Pradesh,July,2018
JIO,4G,download,67358.0,-60.0,Madhya Pradesh,July,2018
JIO,4G,download,66858.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,66430.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,61095.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,65293.0,-75.0,Madhya Pradesh,July,2018
JIO,4G,download,67580.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,76807.0,-70.0,Madhya Pradesh,July,2018
JIO,4G,download,67729.0,-85.0,Madhya Pradesh,July,2018
JIO,4G,download,67811.0,-69.0,Madhya Pradesh,July,2018
JIO,4G,download,67611.0,-86.0,Madhya Pradesh,July,2018
JIO,4G,download,67626.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,80263.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,68969.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,73713.0,-62.0,Madhya Pradesh,July,2018
JIO,4G,download,61970.0,-69.0,Madhya Pradesh,July,2018
JIO,4G,download,78128.0,-68.0,Madhya Pradesh,July,2018
JIO,4G,download,68012.0,-61.0,Madhya Pradesh,July,2018
JIO,4G,download,67974.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,67266.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,75240.00000000001,-61.0,Madhya Pradesh,July,2018
JIO,4G,download,66749.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,85275.0,-62.0,Madhya Pradesh,July,2018
JIO,4G,download,66828.0,-75.0,Madhya Pradesh,July,2018
JIO,4G,download,66153.0,-69.0,Madhya Pradesh,July,2018
JIO,4G,download,58984.0,-68.0,Madhya Pradesh,July,2018
JIO,4G,download,66285.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,70509.0,-60.0,Madhya Pradesh,July,2018
JIO,4G,download,78632.0,-66.0,Madhya Pradesh,July,2018
JIO,4G,download,67109.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,65544.0,-78.0,Madhya Pradesh,July,2018
JIO,4G,download,68067.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,74076.00000000001,-61.0,Madhya Pradesh,July,2018
JIO,4G,download,66784.0,-68.0,Madhya Pradesh,July,2018
JIO,4G,download,79925.0,-62.0,Madhya Pradesh,July,2018
JIO,4G,download,71932.0,-78.0,Madhya Pradesh,July,2018
JIO,4G,download,80059.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,67943.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,66108.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,67895.0,-63.0,Madhya Pradesh,July,2018
JIO,4G,download,63648.0,-61.0,Madhya Pradesh,July,2018
JIO,4G,download,66623.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,68032.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,70334.0,-61.0,Madhya Pradesh,July,2018
JIO,4G,download,79373.0,-66.0,Madhya Pradesh,July,2018
JIO,4G,download,67434.0,-85.0,Madhya Pradesh,July,2018
JIO,4G,download,59032.0,-75.0,Madhya Pradesh,July,2018
JIO,4G,download,68082.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,60691.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,66703.0,-85.0,Madhya Pradesh,July,2018
JIO,4G,download,60814.0,-62.0,Madhya Pradesh,July,2018
JIO,4G,download,77235.0,-66.0,Madhya Pradesh,July,2018
JIO,4G,download,67123.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,58635.0,-74.0,Madhya Pradesh,July,2018
JIO,4G,download,67160.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,59892.0,-64.0,Madhya Pradesh,July,2018
JIO,4G,download,60287.0,-74.0,Madhya Pradesh,July,2018
JIO,4G,download,64603.0,-80.0,Madhya Pradesh,July,2018
JIO,4G,download,66939.0,-84.0,Madhya Pradesh,July,2018
JIO,4G,download,78275.0,-68.0,Madhya Pradesh,July,2018
JIO,4G,download,58276.0,-62.0,Madhya Pradesh,July,2018
JIO,4G,download,65731.0,-78.0,Madhya Pradesh,July,2018
JIO,4G,download,67093.0,-76.0,Madhya Pradesh,July,2018
JIO,4G,download,73363.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,85577.0,-62.0,Madhya Pradesh,July,2018
JIO,4G,download,66197.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,61014.0,-64.0,Madhya Pradesh,July,2018
JIO,4G,download,67056.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,68012.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,79303.0,-86.0,Madhya Pradesh,July,2018
JIO,4G,download,67009.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,68041.0,-66.0,Madhya Pradesh,July,2018
JIO,4G,download,72760.0,-62.0,Madhya Pradesh,July,2018
JIO,4G,download,71868.0,-68.0,Madhya Pradesh,July,2018
JIO,4G,download,58371.0,-74.0,Madhya Pradesh,July,2018
JIO,4G,download,66277.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,67940.0,-81.0,Madhya Pradesh,July,2018
JIO,4G,download,68120.0,-60.0,Madhya Pradesh,July,2018
JIO,4G,download,67518.0,-58.0,Madhya Pradesh,July,2018
JIO,4G,download,74021.0,-61.0,Madhya Pradesh,July,2018
JIO,4G,download,67574.0,-64.0,Madhya Pradesh,July,2018
JIO,4G,download,68161.0,-60.0,Madhya Pradesh,July,2018
JIO,4G,download,66367.0,-81.0,Madhya Pradesh,July,2018
JIO,4G,download,68033.0,-60.0,Madhya Pradesh,July,2018
JIO,4G,download,67691.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,72167.0,-62.0,Madhya Pradesh,July,2018
JIO,4G,download,61639.0,-63.0,Madhya Pradesh,July,2018
JIO,4G,download,65908.0,-75.0,Madhya Pradesh,July,2018
JIO,4G,download,61084.0,-76.0,Madhya Pradesh,July,2018
JIO,4G,download,76447.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,63477.0,-75.0,Madhya Pradesh,July,2018
JIO,4G,download,67820.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,80539.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,68114.0,-68.0,Madhya Pradesh,July,2018
JIO,4G,download,80835.0,-64.0,Madhya Pradesh,July,2018
JIO,4G,download,67964.0,-64.0,Madhya Pradesh,July,2018
JIO,4G,download,79311.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,67576.0,-78.0,Madhya Pradesh,July,2018
JIO,4G,download,62650.0,-68.0,Madhya Pradesh,July,2018
JIO,4G,download,80739.0,-85.0,Madhya Pradesh,July,2018
JIO,4G,download,66864.0,-85.0,Madhya Pradesh,July,2018
JIO,4G,download,62935.0,-71.0,Madhya Pradesh,July,2018
JIO,4G,download,77996.0,-70.0,Madhya Pradesh,July,2018
JIO,4G,download,57574.0,-68.0,Madhya Pradesh,July,2018
JIO,4G,download,66597.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,68101.0,-78.0,Madhya Pradesh,July,2018
JIO,4G,download,67909.0,-64.0,Madhya Pradesh,July,2018
JIO,4G,download,66802.0,-66.0,Madhya Pradesh,July,2018
JIO,4G,download,67922.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,66673.0,-85.0,Madhya Pradesh,July,2018
JIO,4G,download,68017.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,65093.0,-80.0,Madhya Pradesh,July,2018
JIO,4G,download,65139.0,-86.0,Madhya Pradesh,July,2018
JIO,4G,download,65296.0,-80.0,Madhya Pradesh,July,2018
JIO,4G,download,66920.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,68043.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,58359.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,65113.0,-59.0,Madhya Pradesh,July,2018
JIO,4G,download,66659.0,-70.0,Madhya Pradesh,July,2018
JIO,4G,download,80447.0,-66.0,Madhya Pradesh,July,2018
JIO,4G,download,65544.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,63224.0,-69.0,Madhya Pradesh,July,2018
JIO,4G,download,65304.0,-74.0,Madhya Pradesh,July,2018
JIO,4G,download,65077.0,-89.0,Madhya Pradesh,July,2018
JIO,4G,download,76264.0,-62.0,Madhya Pradesh,July,2018
JIO,4G,download,65280.0,-66.0,Madhya Pradesh,July,2018
JIO,4G,download,67974.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,68098.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,67026.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,63658.0,-69.0,Madhya Pradesh,July,2018
JIO,4G,download,62885.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,74283.0,-61.0,Madhya Pradesh,July,2018
JIO,4G,download,68626.0,-76.0,Madhya Pradesh,July,2018
JIO,4G,download,62659.0,-60.0,Madhya Pradesh,July,2018
JIO,4G,download,67725.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,66150.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,67923.0,-64.0,Madhya Pradesh,July,2018
JIO,4G,download,76399.0,-58.0,Madhya Pradesh,July,2018
JIO,4G,download,68038.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,67265.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,65709.0,-80.0,Madhya Pradesh,July,2018
JIO,4G,download,66419.0,-75.0,Madhya Pradesh,July,2018
JIO,4G,download,65227.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,67342.0,-64.0,Madhya Pradesh,July,2018
JIO,4G,download,67158.0,-64.0,Madhya Pradesh,July,2018
JIO,4G,download,57762.0,-61.0,Madhya Pradesh,July,2018
JIO,4G,download,58997.0,-61.0,Madhya Pradesh,July,2018
JIO,4G,download,65532.0,-86.0,Madhya Pradesh,July,2018
JIO,4G,download,68086.0,-64.0,Madhya Pradesh,July,2018
JIO,4G,download,66973.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,62516.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,58531.0,-74.0,Madhya Pradesh,July,2018
JIO,4G,download,64337.0,-86.0,Madhya Pradesh,July,2018
JIO,4G,download,58272.0,-74.0,Madhya Pradesh,July,2018
JIO,4G,download,66446.0,-80.0,Madhya Pradesh,July,2018
JIO,4G,download,80702.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,82453.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,57602.0,-77.0,Madhya Pradesh,July,2018
JIO,4G,download,72952.0,-58.0,Madhya Pradesh,July,2018
JIO,4G,download,62896.0,-80.0,Madhya Pradesh,July,2018
JIO,4G,download,60340.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,71748.0,-60.0,Madhya Pradesh,July,2018
JIO,4G,download,78074.0,-68.0,Madhya Pradesh,July,2018
JIO,4G,download,60606.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,67584.0,-64.0,Madhya Pradesh,July,2018
JIO,4G,download,80729.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,67328.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,67353.0,-78.0,Madhya Pradesh,July,2018
JIO,4G,download,68066.0,-85.0,Madhya Pradesh,July,2018
JIO,4G,download,64837.0,-86.0,Madhya Pradesh,July,2018
JIO,4G,download,67611.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,67755.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,67814.0,-63.0,Madhya Pradesh,July,2018
JIO,4G,download,61389.0,-68.0,Madhya Pradesh,July,2018
JIO,4G,download,81218.0,-70.0,Madhya Pradesh,July,2018
JIO,4G,download,73040.0,-61.0,Madhya Pradesh,July,2018
JIO,4G,download,75815.0,-61.0,Madhya Pradesh,July,2018
JIO,4G,download,65365.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,68023.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,77953.0,-68.0,Madhya Pradesh,July,2018
JIO,4G,download,68029.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,67961.0,-85.0,Madhya Pradesh,July,2018
JIO,4G,download,66642.0,-81.0,Madhya Pradesh,July,2018
JIO,4G,download,67940.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,65038.0,-69.0,Madhya Pradesh,July,2018
JIO,4G,download,61477.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,64335.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,66301.0,-60.0,Madhya Pradesh,July,2018
JIO,4G,download,84877.0,-82.6574738,Madhya Pradesh,July,2018
JIO,4G,download,60494.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,58255.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,68076.0,-64.0,Madhya Pradesh,July,2018
JIO,4G,download,67662.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,64577.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,68007.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,68092.0,-60.0,Madhya Pradesh,July,2018
JIO,4G,download,58037.0,-70.0,Madhya Pradesh,July,2018
JIO,4G,download,63359.0,-86.0,Madhya Pradesh,July,2018
JIO,4G,download,67217.0,-70.0,Madhya Pradesh,July,2018
JIO,4G,download,67812.0,-75.0,Madhya Pradesh,July,2018
JIO,4G,download,74305.0,-61.0,Madhya Pradesh,July,2018
JIO,4G,download,66492.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,67993.0,-60.0,Madhya Pradesh,July,2018
JIO,4G,download,67775.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,66236.0,-59.0,Madhya Pradesh,July,2018
JIO,4G,download,67578.0,-64.0,Madhya Pradesh,July,2018
JIO,4G,download,68075.0,-60.0,Madhya Pradesh,July,2018
JIO,4G,download,67528.0,-79.0,Madhya Pradesh,July,2018
JIO,4G,download,65879.0,-77.0,Madhya Pradesh,July,2018
JIO,4G,download,78481.0,-81.0,Madhya Pradesh,July,2018
JIO,4G,download,67779.0,-64.0,Madhya Pradesh,July,2018
JIO,4G,download,67632.0,-67.0,Madhya Pradesh,July,2018
JIO,4G,download,57918.0,-76.0,Madhya Pradesh,July,2018
JIO,4G,download,64292.0,-64.0,Madhya Pradesh,July,2018
JIO,4G,download,66585.0,-63.0,Madhya Pradesh,July,2018
JIO,4G,download,66539.0,-64.0,Madhya Pradesh,July,2018
JIO,4G,download,68014.0,-62.0,Madhya Pradesh,July,2018
JIO,4G,download,58560.0,-69.0,Madhya Pradesh,July,2018
JIO,4G,download,66351.0,-78.0,Madhya Pradesh,July,2018
JIO,4G,download,68032.0,-65.0,Madhya Pradesh,July,2018
JIO,4G,download,68016.0,-81.0,Madhya Pradesh,July,2018
