service_provider,technology,d_u,speed,signal_strength,state,Month,Year
JIO,4G,download,75773.0,-70.0,Rajasthan,May,2018
JIO,4G,download,65375.0,-70.0,Rajasthan,May,2018
JIO,4G,download,58547.0,-51.0,Rajasthan,May,2018
JIO,4G,download,65696.0,-72.0,Rajasthan,May,2018
JIO,4G,download,75039.0,-64.0,Rajasthan,May,2018
JIO,4G,download,66417.0,-72.0,Rajasthan,May,2018
JIO,4G,download,58064.0,-70.0,Rajasthan,May,2018
JIO,4G,download,65981.0,-73.0,Rajasthan,May,2018
JIO,4G,download,80968.0,-68.0,Rajasthan,May,2018
JIO,4G,download,68546.0,-71.0,Rajasthan,May,2018
JIO,4G,download,57609.0,-69.0,Rajasthan,May,2018
JIO,4G,download,60245.0,-67.0,Rajasthan,May,2018
JIO,4G,download,66276.0,-62.0,Rajasthan,May,2018
JIO,4G,download,68058.0,-67.0,Rajasthan,May,2018
JIO,4G,download,64360.0,-67.0,Rajasthan,May,2018
JIO,4G,download,68039.0,-64.0,Rajasthan,May,2018
JIO,4G,download,67136.0,-69.0,Rajasthan,May,2018
JIO,4G,download,57676.0,-51.0,Rajasthan,May,2018
JIO,4G,download,67567.0,-68.0,Rajasthan,May,2018
JIO,4G,download,65865.0,-57.0,Rajasthan,May,2018
JIO,4G,download,60849.0,-70.0,Rajasthan,May,2018
JIO,4G,download,67010.0,-68.0,Rajasthan,May,2018
JIO,4G,download,81339.0,-67.0,Rajasthan,May,2018
JIO,4G,download,66603.0,-69.0,Rajasthan,May,2018
JIO,4G,download,78632.0,-63.0,Rajasthan,May,2018
JIO,4G,download,66343.0,-69.0,Rajasthan,May,2018
JIO,4G,download,63262.0,-71.0,Rajasthan,May,2018
JIO,4G,download,82047.0,-60.0,Rajasthan,May,2018
JIO,4G,download,69690.0,-50.0,Rajasthan,May,2018
JIO,4G,download,59652.0,-71.0,Rajasthan,May,2018
JIO,4G,download,68053.0,-67.0,Rajasthan,May,2018
JIO,4G,download,59856.0,-71.0,Rajasthan,May,2018
JIO,4G,download,72048.0,-62.0,Rajasthan,May,2018
JIO,4G,download,77287.0,-64.0,Rajasthan,May,2018
JIO,4G,download,62184.0,-69.0,Rajasthan,May,2018
JIO,4G,download,66684.0,-65.0,Rajasthan,May,2018
JIO,4G,download,65530.0,-72.0,Rajasthan,May,2018
JIO,4G,download,64845.0,-69.0,Rajasthan,May,2018
JIO,4G,download,66320.0,-50.0,Rajasthan,May,2018
JIO,4G,download,65180.0,-70.0,Rajasthan,May,2018
JIO,4G,download,63081.0,-70.0,Rajasthan,May,2018
JIO,4G,download,59992.0,-69.0,Rajasthan,May,2018
JIO,4G,download,66885.0,-51.0,Rajasthan,May,2018
JIO,4G,download,65423.0,-69.0,Rajasthan,May,2018
JIO,4G,download,61169.0,-71.0,Rajasthan,May,2018
JIO,4G,download,65495.0,-72.0,Rajasthan,May,2018
JIO,4G,download,81650.0,-67.0,Rajasthan,May,2018
JIO,4G,download,61975.0,-69.0,Rajasthan,May,2018
JIO,4G,download,61633.0,-65.0,Rajasthan,May,2018
JIO,4G,download,64863.0,-72.0,Rajasthan,May,2018
JIO,4G,download,65900.0,-50.0,Rajasthan,May,2018
JIO,4G,download,65627.0,-69.0,Rajasthan,May,2018
JIO,4G,download,67603.0,-71.0,Rajasthan,May,2018
JIO,4G,download,64994.0,-71.0,Rajasthan,May,2018
JIO,4G,download,64846.0,-72.0,Rajasthan,May,2018
JIO,4G,download,62328.0,-88.0,Rajasthan,May,2018
JIO,4G,download,62048.0,-74.0,Rajasthan,May,2018
JIO,4G,download,67595.0,-70.0,Rajasthan,May,2018
JIO,4G,download,72452.0,-69.0,Rajasthan,May,2018
JIO,4G,download,58084.0,-68.0,Rajasthan,May,2018
JIO,4G,download,66942.0,-70.0,Rajasthan,May,2018
JIO,4G,download,60922.0,-68.0,Rajasthan,May,2018
JIO,4G,download,67889.0,-69.0,Rajasthan,May,2018
JIO,4G,download,63627.0,-71.0,Rajasthan,May,2018
JIO,4G,download,78667.0,-67.0,Rajasthan,May,2018
JIO,4G,download,64479.0,-72.0,Rajasthan,May,2018
JIO,4G,download,68418.0,-73.0,Rajasthan,May,2018
JIO,4G,download,78472.0,-63.0,Rajasthan,May,2018
JIO,4G,download,67924.0,-70.0,Rajasthan,May,2018
JIO,4G,download,57546.0,-50.0,Rajasthan,May,2018
JIO,4G,download,67269.0,-66.0,Rajasthan,May,2018
JIO,4G,download,66622.0,-60.0,Rajasthan,May,2018
JIO,4G,download,66635.0,-51.0,Rajasthan,May,2018
JIO,4G,download,65826.0,-51.0,Rajasthan,May,2018
JIO,4G,download,80778.0,-72.0,Rajasthan,May,2018
JIO,4G,download,63312.0,-62.0,Rajasthan,May,2018
JIO,4G,download,66505.0,-72.0,Rajasthan,May,2018
JIO,4G,download,69265.0,-71.0,Rajasthan,May,2018
JIO,4G,download,66973.0,-63.0,Rajasthan,May,2018
JIO,4G,download,63773.0,-70.0,Rajasthan,May,2018
JIO,4G,download,65661.0,-71.0,Rajasthan,May,2018
JIO,4G,download,58075.0,-70.0,Rajasthan,May,2018
JIO,4G,download,59506.0,-66.0,Rajasthan,May,2018
JIO,4G,download,65624.0,-70.0,Rajasthan,May,2018
JIO,4G,download,67017.0,-69.0,Rajasthan,May,2018
JIO,4G,download,65532.0,-66.0,Rajasthan,May,2018
JIO,4G,download,66659.0,-67.0,Rajasthan,May,2018
JIO,4G,download,64652.0,-51.0,Rajasthan,May,2018
JIO,4G,download,65868.0,-67.0,Rajasthan,May,2018
JIO,4G,download,59285.0,-64.0,Rajasthan,May,2018
JIO,4G,download,74829.0,-66.0,Rajasthan,May,2018
JIO,4G,download,68092.0,-63.0,Rajasthan,May,2018
JIO,4G,download,67322.0,-50.0,Rajasthan,May,2018
JIO,4G,download,66074.0,-68.0,Rajasthan,May,2018
JIO,4G,download,66722.0,-69.0,Rajasthan,May,2018
JIO,4G,download,66302.0,-66.0,Rajasthan,May,2018
JIO,4G,download,65235.0,-70.0,Rajasthan,May,2018
JIO,4G,download,66393.0,-51.0,Rajasthan,May,2018
JIO,4G,download,63331.0,-72.0,Rajasthan,May,2018
JIO,4G,download,64393.0,-51.0,Rajasthan,May,2018
JIO,4G,download,66034.0,-71.0,Rajasthan,May,2018
JIO,4G,download,64875.0,-70.0,Rajasthan,May,2018
JIO,4G,download,64767.0,-68.0,Rajasthan,May,2018
JIO,4G,download,67655.0,-71.0,Rajasthan,May,2018
JIO,4G,download,69235.0,-72.0,Rajasthan,May,2018
JIO,4G,download,65504.0,-73.0,Rajasthan,May,2018
JIO,4G,download,66131.0,-63.0,Rajasthan,May,2018
JIO,4G,download,64882.0,-50.0,Rajasthan,May,2018
JIO,4G,download,75006.00000000001,-70.0,Rajasthan,May,2018
JIO,4G,download,78156.0,-67.0,Rajasthan,May,2018
JIO,4G,download,64696.0,-63.0,Rajasthan,May,2018
JIO,4G,download,63191.0,-72.0,Rajasthan,May,2018
JIO,4G,download,58176.0,-71.0,Rajasthan,May,2018
JIO,4G,download,62554.0,-70.0,Rajasthan,May,2018
JIO,4G,download,64649.0,-71.0,Rajasthan,May,2018
JIO,4G,download,69754.0,-51.0,Rajasthan,May,2018
JIO,4G,download,65916.0,-68.0,Rajasthan,May,2018
JIO,4G,download,66462.0,-69.0,Rajasthan,May,2018
JIO,4G,download,65083.0,-61.0,Rajasthan,May,2018
JIO,4G,download,67285.0,-69.0,Rajasthan,May,2018
JIO,4G,download,68281.0,-70.0,Rajasthan,May,2018
JIO,4G,download,66299.0,-73.0,Rajasthan,May,2018
JIO,4G,download,66917.0,-63.0,Rajasthan,May,2018
JIO,4G,download,66932.0,-66.0,Rajasthan,May,2018
JIO,4G,download,61116.0,-72.0,Rajasthan,May,2018
JIO,4G,download,58403.0,-71.0,Rajasthan,May,2018
JIO,4G,download,60410.0,-67.0,Rajasthan,May,2018
AIRTEL,4G,download,61747.0,-93.0,Rajasthan,May,2018
AIRTEL,4G,download,64787.0,-84.0,Rajasthan,May,2018
AIRTEL,4G,download,59874.0,-88.0,Rajasthan,May,2018
AIRTEL,4G,download,58550.0,-94.70165746,Rajasthan,May,2018
JIO,4G,download,67723.0,-56.0,Orissa,May,2018
JIO,4G,download,65949.0,-56.0,Orissa,May,2018
JIO,4G,download,67568.0,-56.0,Orissa,May,2018
JIO,4G,download,58168.0,-64.0,Orissa,May,2018
JIO,4G,download,67085.0,-56.0,Orissa,May,2018
JIO,4G,download,66952.0,-56.0,Orissa,May,2018
JIO,4G,download,67463.0,-57.0,Orissa,May,2018
JIO,4G,download,65346.0,-56.0,Orissa,May,2018
JIO,4G,download,60800.0,-70.0,Delhi,May,2018
JIO,4G,download,71812.0,-67.0,Delhi,May,2018
JIO,4G,download,60080.0,-70.0,Delhi,May,2018
JIO,4G,download,66375.0,-85.0,Delhi,May,2018
JIO,4G,download,65589.0,-57.0,Delhi,May,2018
JIO,4G,download,66924.0,-66.0,Delhi,May,2018
JIO,4G,download,64798.0,-68.0,Delhi,May,2018
JIO,4G,download,64588.0,-68.0,Delhi,May,2018
JIO,4G,download,76926.0,-81.0,Delhi,May,2018
JIO,4G,download,64845.0,-64.0,Delhi,May,2018
JIO,4G,download,61104.0,-57.0,Delhi,May,2018
JIO,4G,download,64565.0,-61.0,Delhi,May,2018
JIO,4G,download,78162.0,-62.0,Delhi,May,2018
JIO,4G,download,59041.0,-78.0,Delhi,May,2018
JIO,4G,download,61285.0,-82.0,Delhi,May,2018
JIO,4G,download,59412.0,-62.0,Delhi,May,2018
JIO,4G,download,62924.0,-68.0,Delhi,May,2018
JIO,4G,download,63888.0,-60.0,Delhi,May,2018
JIO,4G,download,67560.0,-59.0,Delhi,May,2018
JIO,4G,download,78433.0,-56.0,Delhi,May,2018
JIO,4G,download,66979.0,-81.0,Delhi,May,2018
JIO,4G,download,59768.0,-68.0,Delhi,May,2018
JIO,4G,download,58142.0,-66.0,Delhi,May,2018
JIO,4G,download,63792.0,-63.0,Delhi,May,2018
JIO,4G,download,58184.0,-66.0,Delhi,May,2018
JIO,4G,download,57869.0,-67.0,Delhi,May,2018
JIO,4G,download,67674.0,-67.0,Delhi,May,2018
JIO,4G,download,65606.0,-68.0,Delhi,May,2018
JIO,4G,download,57894.0,-70.0,Delhi,May,2018
JIO,4G,download,58317.0,-66.0,Delhi,May,2018
JIO,4G,download,59282.0,-68.0,Delhi,May,2018
JIO,4G,download,58183.0,-70.0,Delhi,May,2018
JIO,4G,download,61522.0,-74.0,Delhi,May,2018
JIO,4G,download,66367.0,-68.0,Delhi,May,2018
JIO,4G,download,64825.0,-67.0,Delhi,May,2018
JIO,4G,download,57871.0,-79.0,Delhi,May,2018
JIO,4G,download,74859.0,-56.0,Delhi,May,2018
JIO,4G,download,74393.0,-67.0,Delhi,May,2018
AIRTEL,4G,download,59097.0,-95.0,Delhi,May,2018
AIRTEL,4G,download,100306.0,-104.0,Delhi,May,2018
AIRTEL,4G,download,57730.0,-91.0,Delhi,May,2018
AIRTEL,4G,download,71482.0,-82.0,Delhi,May,2018
JIO,4G,download,57894.0,-72.0,West Bengal,May,2018
JIO,4G,download,70505.0,-74.0,West Bengal,May,2018
JIO,4G,download,66669.0,-64.0,West Bengal,May,2018
JIO,4G,download,57534.0,-65.0,West Bengal,May,2018
JIO,4G,download,67417.0,-52.0,West Bengal,May,2018
JIO,4G,download,61144.0,-65.0,West Bengal,May,2018
JIO,4G,download,65847.0,-54.0,West Bengal,May,2018
JIO,4G,download,67469.0,-66.0,West Bengal,May,2018
JIO,4G,download,58069.0,-70.0,West Bengal,May,2018
JIO,4G,download,61422.0,-75.0,West Bengal,May,2018
JIO,4G,download,69308.0,-52.0,West Bengal,May,2018
JIO,4G,download,58945.0,-55.0,West Bengal,May,2018
JIO,4G,download,57890.0,-65.0,West Bengal,May,2018
JIO,4G,download,69374.0,-75.0,West Bengal,May,2018
JIO,4G,download,74034.0,-76.0,West Bengal,May,2018
JIO,4G,download,66229.0,-71.0,West Bengal,May,2018
JIO,4G,download,58731.0,-66.0,West Bengal,May,2018
JIO,4G,download,64887.0,-72.0,West Bengal,May,2018
JIO,4G,download,104602.0,-63.0,West Bengal,May,2018
JIO,4G,download,67502.0,-61.0,West Bengal,May,2018
JIO,4G,download,58390.0,-64.0,West Bengal,May,2018
JIO,4G,download,59312.0,-52.0,West Bengal,May,2018
JIO,4G,download,72894.0,-77.0,West Bengal,May,2018
JIO,4G,download,63939.0,-69.0,West Bengal,May,2018
JIO,4G,download,60422.0,-75.0,West Bengal,May,2018
JIO,4G,download,58258.0,-76.0,West Bengal,May,2018
JIO,4G,download,58409.0,-52.0,West Bengal,May,2018
JIO,4G,download,58669.0,-75.0,West Bengal,May,2018
JIO,4G,download,59884.0,-65.0,West Bengal,May,2018
JIO,4G,download,73553.00000000001,-63.0,West Bengal,May,2018
JIO,4G,download,98052.0,-63.0,West Bengal,May,2018
JIO,4G,download,66650.0,-74.0,West Bengal,May,2018
JIO,4G,download,61295.0,-65.0,West Bengal,May,2018
JIO,4G,download,65395.0,-51.0,West Bengal,May,2018
JIO,4G,download,63319.0,-69.0,West Bengal,May,2018
JIO,4G,download,93927.0,-63.0,West Bengal,May,2018
JIO,4G,download,101051.0,-63.0,West Bengal,May,2018
JIO,4G,download,60509.0,-69.0,West Bengal,May,2018
JIO,4G,download,92680.0,-63.0,West Bengal,May,2018
JIO,4G,download,62930.0,-65.0,West Bengal,May,2018
JIO,4G,download,79181.0,-64.0,West Bengal,May,2018
JIO,4G,download,59392.0,-56.0,West Bengal,May,2018
JIO,4G,download,59273.0,-52.0,West Bengal,May,2018
JIO,4G,download,57715.0,-66.0,West Bengal,May,2018
JIO,4G,download,58165.0,-52.0,West Bengal,May,2018
JIO,4G,download,67987.0,-65.0,West Bengal,May,2018
JIO,4G,download,93440.0,-63.0,West Bengal,May,2018
JIO,4G,download,58786.0,-65.0,West Bengal,May,2018
JIO,4G,download,64572.0,-66.0,West Bengal,May,2018
JIO,4G,download,65013.0,-67.0,West Bengal,May,2018
JIO,4G,download,60567.0,-91.0,West Bengal,May,2018
JIO,4G,download,66594.0,-50.0,West Bengal,May,2018
JIO,4G,download,88784.0,-63.0,West Bengal,May,2018
JIO,4G,download,73101.0,-75.0,West Bengal,May,2018
JIO,4G,download,101250.0,-63.0,West Bengal,May,2018
JIO,4G,download,67084.0,-81.0,West Bengal,May,2018
JIO,4G,download,59065.0,-52.0,West Bengal,May,2018
JIO,4G,download,64389.0,-74.0,West Bengal,May,2018
JIO,4G,download,59792.0,-69.0,West Bengal,May,2018
JIO,4G,download,93104.0,-63.0,West Bengal,May,2018
JIO,4G,download,68973.0,-77.0,West Bengal,May,2018
JIO,4G,download,57892.0,-65.0,West Bengal,May,2018
JIO,4G,download,63944.0,-65.0,West Bengal,May,2018
JIO,4G,download,93802.0,-63.0,West Bengal,May,2018
JIO,4G,download,59249.0,-52.0,West Bengal,May,2018
JIO,4G,download,65818.0,-66.0,West Bengal,May,2018
JIO,4G,download,60672.0,-68.0,West Bengal,May,2018
JIO,4G,download,65620.0,-73.0,West Bengal,May,2018
JIO,4G,download,60480.0,-66.0,West Bengal,May,2018
JIO,4G,download,62997.0,-66.0,West Bengal,May,2018
JIO,4G,download,66682.0,-65.0,West Bengal,May,2018
JIO,4G,download,61533.0,-77.0,West Bengal,May,2018
JIO,4G,download,63411.0,-69.0,West Bengal,May,2018
JIO,4G,download,58217.0,-52.0,West Bengal,May,2018
JIO,4G,download,78683.0,-63.0,West Bengal,May,2018
JIO,4G,download,58046.0,-63.0,West Bengal,May,2018
JIO,4G,download,58705.0,-76.0,West Bengal,May,2018
JIO,4G,download,66744.0,-70.0,West Bengal,May,2018
JIO,4G,download,63873.0,-91.0,West Bengal,May,2018
JIO,4G,download,101353.0,-63.0,West Bengal,May,2018
JIO,4G,download,78143.0,-66.0,West Bengal,May,2018
JIO,4G,download,60290.0,-65.0,West Bengal,May,2018
JIO,4G,download,73614.0,-77.0,West Bengal,May,2018
JIO,4G,download,69531.0,-63.0,West Bengal,May,2018
JIO,4G,download,58717.0,-52.0,West Bengal,May,2018
JIO,4G,download,62100.0,-63.0,West Bengal,May,2018
JIO,4G,download,61886.0,-84.0,West Bengal,May,2018
JIO,4G,download,64648.0,-73.0,West Bengal,May,2018
JIO,4G,download,58409.0,-56.0,West Bengal,May,2018
JIO,4G,download,65481.0,-64.0,West Bengal,May,2018
JIO,4G,download,68286.0,-52.0,West Bengal,May,2018
JIO,4G,download,57712.0,-89.0,West Bengal,May,2018
JIO,4G,download,58978.0,-73.0,West Bengal,May,2018
JIO,4G,download,61133.0,-74.0,West Bengal,May,2018
JIO,4G,download,58283.0,-66.0,West Bengal,May,2018
JIO,4G,download,57806.0,-77.0,West Bengal,May,2018
JIO,4G,download,105140.0,-63.0,West Bengal,May,2018
JIO,4G,download,64640.0,-70.0,West Bengal,May,2018
JIO,4G,download,58551.0,-66.0,West Bengal,May,2018
JIO,4G,download,57630.0,-52.0,West Bengal,May,2018
JIO,4G,download,58128.0,-66.0,West Bengal,May,2018
JIO,4G,download,64770.0,-68.0,West Bengal,May,2018
JIO,4G,download,60880.0,-75.0,West Bengal,May,2018
JIO,4G,download,64771.0,-61.0,West Bengal,May,2018
JIO,4G,download,61700.0,-89.0,West Bengal,May,2018
JIO,4G,download,58515.0,-76.0,West Bengal,May,2018
JIO,4G,download,63086.0,-67.0,West Bengal,May,2018
JIO,4G,download,64237.0,-65.0,West Bengal,May,2018
JIO,4G,download,67129.0,-71.0,West Bengal,May,2018
JIO,4G,download,58637.0,-50.0,West Bengal,May,2018
JIO,4G,download,60522.0,-75.0,West Bengal,May,2018
JIO,4G,download,62715.0,-65.0,West Bengal,May,2018
JIO,4G,download,66044.0,-63.0,West Bengal,May,2018
JIO,4G,download,58704.0,-77.0,West Bengal,May,2018
JIO,4G,download,72946.0,-75.0,West Bengal,May,2018
JIO,4G,download,62122.0,-76.0,West Bengal,May,2018
JIO,4G,download,74640.0,-70.0,West Bengal,May,2018
JIO,4G,download,59632.0,-90.0,West Bengal,May,2018
JIO,4G,download,67948.0,-67.0,West Bengal,May,2018
JIO,4G,download,59801.0,-75.0,West Bengal,May,2018
JIO,4G,download,58492.0,-90.0,West Bengal,May,2018
JIO,4G,download,64350.0,-73.0,West Bengal,May,2018
JIO,4G,download,93670.0,-63.0,West Bengal,May,2018
JIO,4G,download,61049.0,-63.0,West Bengal,May,2018
JIO,4G,download,86547.0,-76.0,West Bengal,May,2018
JIO,4G,download,61914.0,-75.0,West Bengal,May,2018
JIO,4G,download,58896.0,-52.0,West Bengal,May,2018
JIO,4G,download,67189.0,-61.0,West Bengal,May,2018
JIO,4G,download,93912.0,-63.0,West Bengal,May,2018
JIO,4G,download,59602.0,-77.0,West Bengal,May,2018
JIO,4G,download,73929.0,-76.0,West Bengal,May,2018
JIO,4G,download,78890.0,-63.0,West Bengal,May,2018
JIO,4G,download,57929.0,-72.0,West Bengal,May,2018
JIO,4G,download,67598.0,-73.0,West Bengal,May,2018
JIO,4G,download,79594.0,-70.0,West Bengal,May,2018
JIO,4G,download,65668.0,-65.0,West Bengal,May,2018
JIO,4G,download,62776.0,-91.0,West Bengal,May,2018
JIO,4G,download,65960.0,-69.0,West Bengal,May,2018
AIRTEL,4G,download,59174.0,-82.0,West Bengal,May,2018
JIO,4G,download,80418.0,-64.0,Tamil Nadu,May,2018
JIO,4G,download,71692.0,-65.0,Tamil Nadu,May,2018
JIO,4G,download,79911.0,-63.0,Tamil Nadu,May,2018
JIO,4G,download,80008.0,-59.0,Tamil Nadu,May,2018
JIO,4G,download,67517.0,-69.0,Tamil Nadu,May,2018
JIO,4G,download,80591.0,-64.0,Tamil Nadu,May,2018
JIO,4G,download,75458.0,-64.0,Tamil Nadu,May,2018
JIO,4G,download,76491.0,-59.0,Tamil Nadu,May,2018
JIO,4G,download,67648.0,-58.0,Tamil Nadu,May,2018
JIO,4G,download,78828.0,-62.0,Tamil Nadu,May,2018
JIO,4G,download,80241.0,-64.0,Tamil Nadu,May,2018
JIO,4G,download,71759.0,-70.0,Tamil Nadu,May,2018
JIO,4G,download,78185.0,-69.0,Tamil Nadu,May,2018
JIO,4G,download,85911.0,-63.0,Tamil Nadu,May,2018
JIO,4G,download,85414.0,-63.0,Tamil Nadu,May,2018
JIO,4G,download,78305.0,-64.0,Tamil Nadu,May,2018
JIO,4G,download,63436.0,-62.0,Tamil Nadu,May,2018
AIRTEL,4G,download,58010.0,-79.0,Tamil Nadu,May,2018
AIRTEL,4G,download,57978.0,-95.01304348,Tamil Nadu,May,2018
JIO,4G,download,75534.0,-76.0,Punjab,May,2018
JIO,4G,download,59050.0,-75.0,Punjab,May,2018
JIO,4G,download,69648.0,-66.0,Punjab,May,2018
JIO,4G,download,65744.0,-62.0,Punjab,May,2018
JIO,4G,download,59186.0,-70.0,Punjab,May,2018
JIO,4G,download,58045.0,-65.0,Punjab,May,2018
JIO,4G,download,60018.0,-65.0,Punjab,May,2018
JIO,4G,download,64910.0,-67.0,Punjab,May,2018
JIO,4G,download,57973.0,-62.0,Punjab,May,2018
JIO,4G,download,59234.0,-77.0,Punjab,May,2018
JIO,4G,download,59764.0,-76.0,Punjab,May,2018
JIO,4G,download,69110.0,-60.0,Punjab,May,2018
JIO,4G,download,59769.0,-64.0,Punjab,May,2018
JIO,4G,download,58424.0,-78.0,Punjab,May,2018
JIO,4G,download,66172.0,-60.0,Punjab,May,2018
JIO,4G,download,63471.0,-88.0,Punjab,May,2018
JIO,4G,download,63902.0,-93.0,Punjab,May,2018
JIO,4G,download,67846.0,-65.0,Punjab,May,2018
JIO,4G,download,63201.0,-77.0,Punjab,May,2018
JIO,4G,download,58302.0,-62.0,Punjab,May,2018
JIO,4G,download,60845.0,-77.0,Punjab,May,2018
JIO,4G,download,74703.00000000001,-77.0,Punjab,May,2018
JIO,4G,download,73293.0,-88.0,Punjab,May,2018
JIO,4G,download,58821.0,-75.0,Punjab,May,2018
JIO,4G,download,61926.0,-78.0,Punjab,May,2018
JIO,4G,download,70817.0,-63.0,Punjab,May,2018
JIO,4G,download,63446.0,-63.0,Punjab,May,2018
JIO,4G,download,67224.0,-60.0,Punjab,May,2018
JIO,4G,download,64791.0,-76.0,Punjab,May,2018
JIO,4G,download,57951.0,-76.0,Punjab,May,2018
JIO,4G,download,66520.0,-70.0,Punjab,May,2018
JIO,4G,download,64858.0,-61.0,Punjab,May,2018
JIO,4G,download,64613.0,-63.0,Punjab,May,2018
JIO,4G,download,58334.0,-61.0,Punjab,May,2018
JIO,4G,download,62657.0,-76.0,Punjab,May,2018
JIO,4G,download,65389.0,-72.0,Punjab,May,2018
JIO,4G,download,63761.0,-76.0,Punjab,May,2018
JIO,4G,download,62981.0,-71.0,Punjab,May,2018
JIO,4G,download,63530.0,-65.0,Punjab,May,2018
JIO,4G,download,81132.0,-76.0,Punjab,May,2018
JIO,4G,download,66430.0,-65.0,Punjab,May,2018
JIO,4G,download,68206.0,-65.0,Punjab,May,2018
JIO,4G,download,64558.0,-62.0,Punjab,May,2018
JIO,4G,download,68634.0,-61.0,Punjab,May,2018
JIO,4G,download,66937.0,-67.0,Punjab,May,2018
JIO,4G,download,65673.0,-65.0,Punjab,May,2018
JIO,4G,download,61757.0,-76.0,Punjab,May,2018
JIO,4G,download,69527.0,-66.0,Punjab,May,2018
JIO,4G,download,66809.0,-64.0,Punjab,May,2018
JIO,4G,download,62764.0,-77.0,Punjab,May,2018
JIO,4G,download,63628.0,-79.0,Punjab,May,2018
JIO,4G,download,65247.0,-63.0,Punjab,May,2018
JIO,4G,download,65624.0,-74.0,Punjab,May,2018
JIO,4G,download,67425.0,-65.0,Punjab,May,2018
JIO,4G,download,80612.0,-62.0,Punjab,May,2018
JIO,4G,download,63630.0,-77.0,Punjab,May,2018
JIO,4G,download,57626.0,-72.0,Punjab,May,2018
JIO,4G,download,74400.0,-61.0,Punjab,May,2018
JIO,4G,download,59240.0,-83.0,Punjab,May,2018
JIO,4G,download,69134.0,-66.0,Punjab,May,2018
JIO,4G,download,74784.0,-77.0,Punjab,May,2018
JIO,4G,download,64717.0,-65.0,Punjab,May,2018
JIO,4G,download,68830.0,-78.0,Punjab,May,2018
JIO,4G,download,70748.0,-64.0,Punjab,May,2018
JIO,4G,download,67922.0,-66.0,Punjab,May,2018
JIO,4G,download,72839.0,-64.0,Punjab,May,2018
JIO,4G,download,63102.0,-63.0,Punjab,May,2018
JIO,4G,download,67024.0,-61.0,Punjab,May,2018
JIO,4G,download,65797.0,-88.0,Punjab,May,2018
JIO,4G,download,57921.0,-63.0,Punjab,May,2018
JIO,4G,download,61080.0,-77.0,Punjab,May,2018
JIO,4G,download,60699.0,-77.0,Punjab,May,2018
JIO,4G,download,58438.0,-66.0,Punjab,May,2018
JIO,4G,download,64479.0,-58.0,Punjab,May,2018
JIO,4G,download,66351.0,-61.0,Punjab,May,2018
JIO,4G,download,59144.0,-66.0,Punjab,May,2018
JIO,4G,download,57816.0,-75.0,Punjab,May,2018
JIO,4G,download,67385.0,-67.0,Punjab,May,2018
JIO,4G,download,66517.0,-62.0,Punjab,May,2018
JIO,4G,download,66399.0,-65.0,Punjab,May,2018
JIO,4G,download,69863.0,-78.0,Punjab,May,2018
JIO,4G,download,80139.0,-61.0,Punjab,May,2018
JIO,4G,download,67526.0,-61.0,Punjab,May,2018
JIO,4G,download,65709.0,-61.0,Punjab,May,2018
JIO,4G,download,61428.0,-78.0,Punjab,May,2018
JIO,4G,download,76227.0,-63.0,Punjab,May,2018
JIO,4G,download,57923.0,-61.0,Punjab,May,2018
JIO,4G,download,57943.0,-75.0,Punjab,May,2018
JIO,4G,download,62997.0,-65.0,Punjab,May,2018
JIO,4G,download,81685.0,-76.0,Punjab,May,2018
JIO,4G,download,65301.0,-76.0,Punjab,May,2018
JIO,4G,download,65443.0,-76.0,Punjab,May,2018
JIO,4G,download,80792.0,-61.0,Punjab,May,2018
JIO,4G,download,65913.0,-66.0,Punjab,May,2018
JIO,4G,download,66870.0,-61.0,Punjab,May,2018
JIO,4G,download,67576.0,-61.0,Punjab,May,2018
JIO,4G,download,64512.0,-75.0,Punjab,May,2018
JIO,4G,download,67332.0,-76.0,Punjab,May,2018
JIO,4G,download,79959.0,-75.0,Punjab,May,2018
JIO,4G,download,67823.0,-76.0,Punjab,May,2018
JIO,4G,download,59632.0,-61.0,Punjab,May,2018
JIO,4G,download,67972.0,-61.0,Punjab,May,2018
JIO,4G,download,78630.0,-61.0,Punjab,May,2018
JIO,4G,download,58505.0,-63.0,Punjab,May,2018
JIO,4G,download,65191.0,-64.0,Punjab,May,2018
JIO,4G,download,64866.0,-61.0,Punjab,May,2018
JIO,4G,download,64882.0,-68.0,Punjab,May,2018
JIO,4G,download,67507.0,-61.0,Punjab,May,2018
JIO,4G,download,64971.0,-61.0,Punjab,May,2018
JIO,4G,download,61086.0,-76.0,Punjab,May,2018
JIO,4G,download,63487.0,-72.0,Punjab,May,2018
JIO,4G,download,67693.0,-60.0,Punjab,May,2018
JIO,4G,download,62586.0,-65.0,Punjab,May,2018
JIO,4G,download,66267.0,-82.0,Punjab,May,2018
JIO,4G,download,58247.0,-76.0,Punjab,May,2018
JIO,4G,download,62128.0,-76.0,Punjab,May,2018
JIO,4G,download,59036.0,-70.0,Punjab,May,2018
JIO,4G,download,65961.0,-61.0,Punjab,May,2018
JIO,4G,download,66728.0,-64.0,Punjab,May,2018
JIO,4G,download,75484.0,-75.0,Punjab,May,2018
JIO,4G,download,70143.0,-63.0,Punjab,May,2018
JIO,4G,download,65509.0,-64.0,Punjab,May,2018
JIO,4G,download,81783.0,-76.0,Punjab,May,2018
JIO,4G,download,57620.0,-60.0,Punjab,May,2018
